,portfolio,ann_return,ann_vol,sharpe,max_drawdown
0,Equal Weight,0.12499736614640788,0.1412537539580488,0.8849135873835331,-0.29723864477367823
1,Mean-Variance,0.04326763262516642,0.054299745638858435,0.7968293795137573,-0.13473478595720434
